1000,43,27,38,22,33,24,29,47,41,20,40,39,
1001,30,38,27,20,21,36,39,22,40,25,32,33,
1002,24,43,29,39,35,23,47,34,49,27,30,37,
1003,33,28,44,26,31,20,36,24,21,22,32,46,
1004,28,35,23,27,31,47,24,25,37,48,42,38,
1005,26,42,49,36,33,28,48,22,23,21,20,29,
1006,37,20,22,25,43,27,26,35,33,21,32,40,
1007,45,32,44,28,20,30,25,34,49,40,43,21,
1008,23,36,28,27,41,48,46,25,22,29,35,30,
1009,39,41,24,32,27,26,31,40,28,29,22,36,
1010,30,38,32,40,26,28,44,20,33,25,31,37,
1011,41,20,22,29,30,39,38,45,42,25,27,36,
1012,33,44,37,35,23,21,42,47,45,25,34,40,
1013,39,49,30,27,48,43,46,26,31,45,36,25,
1014,32,45,41,35,25,44,33,42,47,37,31,27,
1015,34,47,40,45,44,26,38,36,48,33,43,35,
1016,31,21,22,37,42,47,44,23,29,48,43,36,
1017,41,23,35,24,33,49,38,30,48,39,34,47,
1018,40,22,35,38,42,26,39,36,48,30,24,47,
1019,40,45,30,32,28,26,47,21,29,22,23,49,
1020,26,39,21,22,31,28,30,37,34,33,49,20,
1021,41,35,32,20,21,42,25,27,23,28,43,22,
1022,25,33,45,26,30,22,48,20,44,34,37,41,
1023,49,20,41,44,32,48,34,27,28,22,43,45,
1024,23,40,46,48,28,21,35,34,33,25,36,29,
1025,44,42,27,39,49,26,31,37,33,35,32,29,
1026,40,46,41,27,42,21,44,32,22,38,29,45,
1027,29,38,31,35,46,28,40,23,21,49,25,20,
1028,30,45,38,48,24,31,32,28,25,46,26,40,
1029,30,29,21,27,31,39,35,41,46,43,25,36,
1030,37,27,24,49,29,42,45,21,25,41,33,47,
1031,45,36,31,42,35,30,32,44,37,24,46,26,
1032,28,40,31,49,29,22,45,41,20,38,48,44,
1033,33,45,28,48,43,25,30,21,39,34,27,40,
1034,33,37,28,40,43,22,21,20,27,34,49,42,
1035,23,48,47,27,22,24,36,49,21,28,38,32,
1036,47,25,36,37,48,39,34,30,33,38,23,28,
1037,21,24,47,42,45,28,43,38,44,37,34,22,
1038,23,49,42,24,44,41,34,40,46,29,22,32,
1039,31,43,22,45,26,21,46,37,30,36,24,44,
1040,23,30,41,28,25,31,43,20,29,45,49,37,
1041,26,25,35,28,29,42,46,44,24,47,40,43,
1042,33,37,43,46,24,29,35,45,30,32,27,48,
1043,22,46,28,41,49,43,35,21,45,30,25,42,
1044,43,37,40,39,23,35,20,48,25,42,28,45,
1045,36,23,40,49,46,26,28,27,38,30,41,39,
1046,29,41,24,28,23,49,46,26,25,45,37,43,
1047,25,47,38,36,45,24,23,37,28,22,41,40,
1048,20,22,32,47,26,42,21,43,37,33,34,40,
1049,22,42,47,36,30,34,38,24,35,25,45,46,
1050,48,38,35,36,47,39,44,43,21,22,23,37,
1051,41,23,27,49,40,43,34,26,28,46,35,48,
1052,26,49,39,38,32,29,47,25,34,37,21,27,
1053,28,44,32,26,40,27,42,33,48,45,29,34,
1054,22,46,45,47,27,39,34,28,33,31,32,35,
1055,29,40,32,28,26,23,42,48,45,30,31,36,
1056,22,26,28,32,29,40,37,36,46,24,45,34,
1057,36,26,20,44,49,34,25,35,28,30,24,47,
1058,45,47,39,44,25,29,26,23,21,36,42,32,
1059,47,25,36,43,40,39,35,38,21,42,24,32,
1060,47,34,48,23,22,43,27,26,33,32,40,39,
1061,35,42,27,37,48,43,47,49,45,32,25,20,
1062,39,34,20,37,22,42,36,43,41,49,30,23,
1063,45,24,36,39,34,33,31,35,38,22,41,47,
1064,20,39,23,47,40,36,32,41,24,28,42,48,
1065,24,22,38,43,29,23,31,46,26,20,47,34,
1066,39,31,34,49,30,25,48,42,29,46,47,32,
1067,38,24,49,46,34,32,37,43,22,45,30,48,
1068,41,34,21,45,37,31,24,42,27,29,49,40,
1069,47,26,27,25,39,22,41,32,44,31,28,20,
1070,32,29,47,30,35,40,31,34,42,49,41,26,
1071,34,40,48,22,37,29,41,33,20,31,42,47,
1072,33,37,30,28,36,46,43,45,42,20,47,48,
